,time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
273,1572270960,9328.14,9335.04,9305.45,9317.77,127.16,1185064.15,force_direct,
274,1572271020,9324.58,9332.93,9322.87,9328.14,23.51,219295.88,force_direct,
275,1572271080,9334.58,9334.58,9317.01,9324.58,26.94,251159.67,force_direct,
276,1572271140,9357.53,9360.54,9334.58,9334.58,53.32,498698.32,force_direct,
277,1572271200,9368.91,9374.0,9355.03,9357.53,71.58,670631.07,force_direct,
278,1572271260,9358.35,9368.99,9354.8,9368.91,100.37,939772.65,force_direct,
279,1572271320,9349.01,9358.35,9345.77,9358.35,41.43,387343.37,force_direct,
280,1572271380,9348.99,9358.23,9345.77,9349.01,20.49,191594.23,force_direct,
281,1572271440,9337.03,9351.44,9333.64,9348.99,40.23,375831.66,force_direct,
282,1572271500,9329.54,9339.39,9327.0,9337.03,18.41,171815.63,force_direct,
283,1572271560,9328.04,9339.55,9326.57,9329.54,19.33,180424.99,force_direct,
284,1572271620,9333.36,9339.51,9327.41,9328.04,14.78,137921.57,force_direct,
285,1572271680,9324.85,9333.89,9324.41,9333.36,22.01,205360.97,force_direct,
286,1572271740,9325.81,9329.83,9324.42,9324.85,32.73,305278.06,force_direct,
287,1572271800,9329.94,9342.97,9325.65,9325.81,75.82,707841.33,force_direct,
288,1572271860,9326.92,9335.52,9326.0,9329.94,30.88,288090.71,force_direct,
289,1572271920,9333.05,9335.61,9324.79,9326.92,19.72,183983.26,force_direct,
290,1572271980,9334.06,9335.56,9325.71,9333.05,20.51,191381.96,force_direct,
291,1572272040,9330.24,9339.69,9328.36,9334.06,18.2,169814.4,force_direct,
292,1572272100,9333.72,9338.79,9330.24,9330.24,26.12,243778.08,force_direct,
293,1572272160,9341.59,9343.0,9332.08,9333.72,22.36,208829.12,force_direct,
294,1572272220,9351.59,9354.62,9341.48,9341.59,29.75,278094.44,force_direct,
295,1572272280,9351.99,9354.55,9342.22,9351.59,36.32,339570.35,force_direct,
296,1572272340,9349.05,9354.55,9345.41,9351.99,23.45,219305.42,force_direct,
297,1572272400,9337.47,9350.72,9337.34,9349.05,21.3,199068.9,force_direct,
298,1572272460,9340.33,9341.53,9334.08,9337.47,10.85,101309.86,force_direct,
299,1572272520,9337.53,9347.71,9335.46,9340.33,11.47,107129.59,force_direct,
300,1572272580,9333.33,9338.24,9330.93,9337.53,14.89,139031.68,force_direct,
301,1572272640,9338.09,9341.76,9330.38,9333.33,17.05,159182.77,force_direct,
302,1572272700,9347.09,9349.31,9334.54,9338.09,11.43,106820.78,force_direct,
303,1572272760,9338.71,9347.29,9333.16,9347.09,24.08,224913.39,force_direct,
304,1572272820,9349.92,9350.0,9337.82,9338.71,34.86,325659.05,force_direct,
305,1572272880,9339.47,9349.96,9335.62,9349.92,14.86,138760.74,force_direct,
306,1572272940,9335.53,9347.99,9335.53,9339.47,15.33,143201.52,force_direct,
307,1572273000,9320.7,9336.84,9319.0,9335.53,51.21,477587.64,force_direct,
308,1572273060,9317.41,9324.4,9312.23,9320.7,68.39,637289.11,force_direct,
309,1572273120,9314.27,9319.1,9310.48,9317.41,28.94,269585.44,force_direct,
310,1572273180,9316.81,9319.94,9313.79,9314.27,24.56,228844.34,force_direct,
311,1572273240,9316.8,9322.89,9316.06,9316.81,17.12,159534.59,force_direct,
312,1572273300,9307.43,9316.96,9303.0,9316.8,62.73,584038.95,force_direct,
313,1572273360,9314.13,9318.97,9304.08,9307.43,52.8,491692.96,force_direct,
314,1572273420,9295.23,9317.21,9292.71,9314.13,114.14,1061824.0,force_direct,
315,1572273480,9323.58,9324.42,9292.87,9295.23,54.17,504194.61,force_direct,
316,1572273540,9344.79,9350.0,9322.36,9323.58,104.33,974395.3,force_direct,
317,1572273600,9332.68,9344.79,9320.0,9344.79,58.46,545502.74,force_direct,
318,1572273660,9332.13,9339.1,9328.14,9332.68,19.12,178446.48,force_direct,
319,1572273720,9333.37,9336.49,9321.8,9332.13,29.11,271501.18,force_direct,
320,1572273780,9325.05,9336.42,9325.0,9333.37,10.74,100170.6,force_direct,
321,1572273840,9320.07,9326.36,9311.45,9325.05,50.93,474567.11,force_direct,
322,1572273900,9310.0,9320.07,9308.19,9320.07,43.5,405052.79,force_direct,
